description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name
"Activated sludge microbial communities from Salt Lake City, Utah, USA",['gold:Gb0315427'],nmdc:bsm-11-q359a362,['biosample:SAMEA7724130'],"Activated sludge microbial communities from Salt Lake City, Utah, USA - 13114.mcmahon.21.s005",13114.mcmahon.21.s005
"Seawater microbial communities from North East Pacific Ocean, California, USA",['gold:Gb0297404'],nmdc:bsm-11-q3epjb75,['biosample:SAMEA7723938'],"Seawater microbial communities from North East Pacific Ocean, California, USA - 13114.palenik.42.s013",13114.palenik.42.s013
"Lake sediment microbial communities from Norfolk County, Massachusetts, USA",['gold:Gb0315759'],nmdc:bsm-11-q3xxkf31,['biosample:SAMEA7723600'],"Lake sediment microbial communities from Norfolk County, Massachusetts, USA - 13114.berry.2.s013",13114.berry.2.s013
"Fecal microbial communities from pig in Zomba, Malawi",['gold:Gb0315869'],nmdc:bsm-11-q4ehgd83,['biosample:SAMEA7723459'],"Fecal microbial communities from pig in Zomba, Malawi - 13114.minich.76.s005",13114.minich.76.s005
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316018'],nmdc:bsm-11-q56mee15,['biosample:SAMEA7724171'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s072",13114.mousseau.88.s072
"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean",['gold:Gb0297347'],nmdc:bsm-11-q58wrs65,['biosample:SAMEA7723493'],"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean - 13114.rohwer.85.s023",13114.rohwer.85.s023
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239927'],nmdc:bsm-11-q72ew015,['biosample:SAMEA7724306'],"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen20.12102015",
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315918'],nmdc:bsm-11-q7pnzt80,['biosample:SAMEA7723637'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s043",13114.mousseau.88.s043
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315906'],nmdc:bsm-11-qe7jxj40,['biosample:SAMEA7723625'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s017",13114.mousseau.88.s017
"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA",['gold:Gb0240070'],nmdc:bsm-11-qeawpe42,['biosample:SAMEA7724197'],"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA - Myrold5.soil.3.CHDF3",Myrold5.soil.3.CHDF3
"Seawater microbial communities from English Channel, United Kingdom",['gold:Gb0297473'],nmdc:bsm-11-qef6qx49,['biosample:SAMEA7724351'],"Seawater microbial communities from English Channel, United Kingdom - 13114.tait.77.s008",13114.tait.77.s008
"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean",['gold:Gb0297349'],nmdc:bsm-11-qg1nxe79,['biosample:SAMEA7723495'],"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean - 13114.rohwer.85.s027",13114.rohwer.85.s027
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315994'],nmdc:bsm-11-qhq3xz40,['biosample:SAMEA7724147'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s021",13114.mousseau.88.s021
"Sludge microbial communities from Ithaca, New York, USA",['gold:Gb0315434'],nmdc:bsm-11-qmwnwj94,['biosample:SAMEA7723388'],"Sludge microbial communities from Ithaca, New York, USA - 13114.angenent.65.s001",13114.angenent.65.s001
"Activated sludge microbial communities from Madison, Wisconsin, USA",['gold:Gb0315418'],nmdc:bsm-11-qn97py15,['biosample:SAMEA7723444'],"Activated sludge microbial communities from Madison, Wisconsin, USA - 13114.mcmahon.21.s010",13114.mcmahon.21.s010
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297340'],nmdc:bsm-11-qnrzrj79,['biosample:SAMEA7723486'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s013",13114.rohwer.85.s013
"Lake sediment microbial communities from Norfolk County, Massachusetts, USA",['gold:Gb0315761'],nmdc:bsm-11-qp9m2b62,['biosample:SAMEA7723602'],"Lake sediment microbial communities from Norfolk County, Massachusetts, USA - 13114.berry.2.s016",13114.berry.2.s016
"Lake sediment microbial communities from Town of Ludlow, Massachusetts, USA",['gold:Gb0315746'],nmdc:bsm-11-qtg27412,['biosample:SAMEA7723393'],"Lake sediment microbial communities from Town of Ludlow, Massachusetts, USA - 13114.berry.2.s007",13114.berry.2.s007
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315904'],nmdc:bsm-11-qvkczc88,['biosample:SAMEA7723623'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s011",13114.mousseau.88.s011
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316024'],nmdc:bsm-11-qwgtks14,['biosample:SAMEA7724177'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s080",13114.mousseau.88.s080
"Seawater microbial communities from North Pacific Ocean, Mexico",['gold:Gb0297434'],nmdc:bsm-11-qxxjae78,['biosample:SAMEA7724002'],"Seawater microbial communities from North Pacific Ocean, Mexico - 13114.stewart.26.s005",13114.stewart.26.s005
"Temperate coniferous forest soil microbial communities from Oregon, Lincoln County, USA",['gold:Gb0240057'],nmdc:bsm-11-qy6zc539,['biosample:SAMEA7724225'],"Temperate coniferous forest soil microbial communities from Oregon, Lincoln County, USA - Myrold59.soil.19.NRCS0436",Myrold59.soil.19.NRCS0436
"Temperate grassland soil microbial communities from Colorado, Boulder, USA",['gold:Gb0240080'],nmdc:bsm-11-qyytgb94,['biosample:SAMEA7723448'],"Temperate grassland soil microbial communities from Colorado, Boulder, USA - Metcalf40.10141.G.CTRL.soil.T0.1",Metcalf40.10141.G.CTRL.soil.T0.1
"Marine sediment microbial communities from Caribbean Sea, Belize",['gold:Gb0297323'],nmdc:bsm-11-r0h58d28,['biosample:SAMEA7723420'],"Marine sediment microbial communities from Caribbean Sea, Belize - 13114.jensen.43.s006",13114.jensen.43.s006
"Fecal microbial communities from rhea in National Zoo, Maryland, USA",['gold:Gb0315979'],nmdc:bsm-11-r0yk4534,['biosample:SAMEA7723994'],"Fecal microbial communities from rhea in National Zoo, Maryland, USA - 13114.song.53.s008",13114.song.53.s008
"Sponge tissue microbial communities from Bare Island, Botany Bay, New South Wales, Australia",['gold:Gb0315848'],nmdc:bsm-11-r1qsre17,['biosample:SAMEA7724009'],"Sponge tissue microbial communities from Bare Island, Botany Bay, New South Wales, Australia - 13114.thomas.18.s006",13114.thomas.18.s006
"Activated sludge microbial communities from Salt Lake City, Utah, USA",['gold:Gb0315426'],nmdc:bsm-11-r3745c81,['biosample:SAMEA7724129'],"Activated sludge microbial communities from Salt Lake City, Utah, USA - 13114.mcmahon.21.s004",13114.mcmahon.21.s004
"Red algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati",['gold:Gb0297353'],nmdc:bsm-11-r4ckxx10,['biosample:SAMEA7723511'],"Red algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s007",13114.smith.39.s007
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239922'],nmdc:bsm-11-r4pd6g83,['biosample:SAMEA7724301'],"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen14.12102015",
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240116'],nmdc:bsm-11-r51nvg81,['biosample:SAMEA7724103'],"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Edge.1.3.8.10",King27.Edge.1.3.8.10
"Activated sludge microbial communities from Salt Lake City, Utah, USA",['gold:Gb0315419'],nmdc:bsm-11-r5s7x979,['biosample:SAMEA7723916'],"Activated sludge microbial communities from Salt Lake City, Utah, USA - 13114.mcmahon.21.s001",13114.mcmahon.21.s001
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315834'],nmdc:bsm-11-r5w3w818,['biosample:SAMEA7723722'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s044",13114.thomas.18.s044
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240042'],nmdc:bsm-11-r6r22s63,['biosample:SAMEA7724338'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.60m",
Desert gravel field soil microbial communities from Namibia,['gold:Gb0239946'],nmdc:bsm-11-r7vc3h67,['biosample:SAMEA7724124'],Desert gravel field soil microbial communities from Namibia - Makhalanyane46.TGP11,Makhalanyane46.TGP11
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315946'],nmdc:bsm-11-rdb1e842,['biosample:SAMEA7723665'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s095",13114.mousseau.88.s095
"Marine sediment microbial communities from Scripps Canyon, La Jolla, California, USA",['gold:Gb0297394'],nmdc:bsm-11-rdrbna95,['biosample:SAMEA7723900'],"Marine sediment microbial communities from Scripps Canyon, La Jolla, California, USA - 13114.jensen.43.s019",13114.jensen.43.s019
"Brood combs microbial communities from stingless bee nest in Puerto Viejo, Costa Rica",['gold:Gb0315443'],nmdc:bsm-11-rekjvr92,['biosample:SAMEA7723470'],"Brood combs microbial communities from stingless bee nest in Puerto Viejo, Costa Rica - 13114.pinto.63.s020",13114.pinto.63.s020
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297333'],nmdc:bsm-11-rfj9pv09,['biosample:SAMEA7723479'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s002",13114.rohwer.85.s002
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315845'],nmdc:bsm-11-rgnjx820,['biosample:SAMEA7723733'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s056",13114.thomas.18.s056
"Brood combs microbial communities from stingless bee nest in Puerto Viejo, Costa Rica",['gold:Gb0315444'],nmdc:bsm-11-rhmm8j58,['biosample:SAMEA7723473'],"Brood combs microbial communities from stingless bee nest in Puerto Viejo, Costa Rica - 13114.pinto.63.s023",13114.pinto.63.s023
"Fecal microbial communities from southern african bush elephant in Atlanta Zoo, Georgia, USA",['gold:Gb0315952'],nmdc:bsm-11-rhtezv89,['biosample:SAMEA7723683'],"Fecal microbial communities from southern african bush elephant in Atlanta Zoo, Georgia, USA - 13114.song.51.s018",13114.song.51.s018
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297448'],nmdc:bsm-11-rkj7mr74,['biosample:SAMEA7724030'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s015",13114.thomas.19.s015
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315805'],nmdc:bsm-11-rm9zrp57,['biosample:SAMEA7723693'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s010",13114.thomas.18.s010
"Marine sediment microbial communities from Coahuila, Cuatro Cienegas Basin, Mexico",['gold:Gb0297426'],nmdc:bsm-11-rmae3e55,['biosample:SAMEA7723966'],"Marine sediment microbial communities from Coahuila, Cuatro Cienegas Basin, Mexico - 13114.rohwer.86.s002",13114.rohwer.86.s002
"Lichen microbial communities from Michigan, USA",['gold:Gb0315694'],nmdc:bsm-11-rmemv529,['biosample:SAMEA7723741'],"Lichen microbial communities from Michigan, USA - 13114.uren.82.s012",13114.uren.82.s012
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316025'],nmdc:bsm-11-rn8q1c27,['biosample:SAMEA7724178'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s084",13114.mousseau.88.s084
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315937'],nmdc:bsm-11-rqq6h212,['biosample:SAMEA7723656'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s081",13114.mousseau.88.s081
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315951'],nmdc:bsm-11-rtd0qz18,['biosample:SAMEA7723670'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s108",13114.mousseau.88.s108
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297418'],nmdc:bsm-11-rvhzjt54,['biosample:SAMEA7723958'],"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s003",13114.rohwer.85.s003
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315841'],nmdc:bsm-11-rymrbd67,['biosample:SAMEA7723729'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s052",13114.thomas.18.s052
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315992'],nmdc:bsm-11-s1hbck97,['biosample:SAMEA7724145'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s019",13114.mousseau.88.s019
"Seawater microbial communities from San Diego Bay, California, USA",['gold:Gb0297401'],nmdc:bsm-11-s25bjd37,['biosample:SAMEA7723935'],"Seawater microbial communities from San Diego Bay, California, USA - 13114.palenik.42.s010",13114.palenik.42.s010
"Fecal microbial communities from black-throated monitor in Atlanta Zoo, Georgia, USA",['gold:Gb0315878'],nmdc:bsm-11-s3g99n31,['biosample:SAMEA7723520'],"Fecal microbial communities from black-throated monitor in Atlanta Zoo, Georgia, USA - 13114.song.52.s001",13114.song.52.s001
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316029'],nmdc:bsm-11-s46tas06,['biosample:SAMEA7724182'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s093",13114.mousseau.88.s093
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239963'],nmdc:bsm-11-s86qp022,['biosample:SAMEA7724117'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.11,MacRae3.soil.11
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315839'],nmdc:bsm-11-s89hdq11,['biosample:SAMEA7723727'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s050",13114.thomas.18.s050
"Mouse skin microbial communities from Boulder, Colorado, USA",['gold:Gb0315797'],nmdc:bsm-11-s94fz037,['biosample:SAMEA7723454'],"Mouse skin microbial communities from Boulder, Colorado, USA - 13114.metcalf.81.s003",13114.metcalf.81.s003
"Pitcher plant fluid microbial communities from Maliau Basin Conservation Area, Malaysia",['gold:Gb0315732'],nmdc:bsm-11-sagyqk15,['biosample:SAMEA7723863'],"Pitcher plant fluid microbial communities from Maliau Basin Conservation Area, Malaysia - 13114.bittleston.68.s007",13114.bittleston.68.s007
"Marine sediment microbial communities from Caribbean Sea, Belize",['gold:Gb0297322'],nmdc:bsm-11-sbxbyj04,['biosample:SAMEA7723419'],"Marine sediment microbial communities from Caribbean Sea, Belize - 13114.jensen.43.s005",13114.jensen.43.s005
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316006'],nmdc:bsm-11-scpwq490,['biosample:SAMEA7724159'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s044",13114.mousseau.88.s044
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315814'],nmdc:bsm-11-sd922469,['biosample:SAMEA7723702'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s023",13114.thomas.18.s023
"Terrestrial rangeland soil microbial communities from Oregon, Crook County, USA",['gold:Gb0240097'],nmdc:bsm-11-sf482t83,['biosample:SAMEA7724222'],"Terrestrial rangeland soil microbial communities from Oregon, Crook County, USA - Myrold59.soil.16.NRCS0371",Myrold59.soil.16.NRCS0371
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315831'],nmdc:bsm-11-sfj2b346,['biosample:SAMEA7723719'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s041",13114.thomas.18.s041
