description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name,lcms_name,submitter_id,lcms_extraction_protocol
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315841'],nmdc:bsm-11-rymrbd67,SAMEA7723729,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s052",13114.thomas.18.s052,4E2_1_57_thomas-18-s052-a03,qiita_sid_13114:13114.thomas.18.s052,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315992'],nmdc:bsm-11-s1hbck97,SAMEA7724145,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s019",13114.mousseau.88.s019,,qiita_sid_13114:13114.mousseau.88.s019,
"Seawater microbial communities from San Diego Bay, California, USA",['gold:Gb0297401'],nmdc:bsm-11-s25bjd37,SAMEA7723935,"Seawater microbial communities from San Diego Bay, California, USA - 13114.palenik.42.s010",13114.palenik.42.s010,,qiita_sid_13114:13114.palenik.42.s010,
"Fecal microbial communities from black-throated monitor in Atlanta Zoo, Georgia, USA",['gold:Gb0315878'],nmdc:bsm-11-s3g99n31,SAMEA7723520,"Fecal microbial communities from black-throated monitor in Atlanta Zoo, Georgia, USA - 13114.song.52.s001",13114.song.52.s001,7E7_8_47_song-52-s001-a04,qiita_sid_13114:13114.song.52.s001,Swabs_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316029'],nmdc:bsm-11-s46tas06,SAMEA7724182,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s093",13114.mousseau.88.s093,,qiita_sid_13114:13114.mousseau.88.s093,Bulk_201901_UCSD
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239963'],nmdc:bsm-11-s86qp022,SAMEA7724117,Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.11,MacRae3.soil.11,,qiita_sid_13114:13114.macrae.crerar.3.s011,Bulk_Seed_PNNL
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315839'],nmdc:bsm-11-s89hdq11,SAMEA7723727,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s050",13114.thomas.18.s050,4D5_thomas-18-s050-a04,qiita_sid_13114:13114.thomas.18.s050,Bulk_201901_UCSD
"Mouse skin microbial communities from Boulder, Colorado, USA",['gold:Gb0315797'],nmdc:bsm-11-s94fz037,SAMEA7723454,"Mouse skin microbial communities from Boulder, Colorado, USA - 13114.metcalf.81.s003",13114.metcalf.81.s003,5B1_2_64_metcalf-81-s003-a04,qiita_sid_13114:13114.metcalf.81.s003,Bulk_201901_UCSD
"Pitcher plant fluid microbial communities from Maliau Basin Conservation Area, Malaysia",['gold:Gb0315732'],nmdc:bsm-11-sagyqk15,SAMEA7723863,"Pitcher plant fluid microbial communities from Maliau Basin Conservation Area, Malaysia - 13114.bittleston.68.s007",13114.bittleston.68.s007,,qiita_sid_13114:13114.bittleston.68.s007,
"Marine sediment microbial communities from Caribbean Sea, Belize",['gold:Gb0297322'],nmdc:bsm-11-sbxbyj04,SAMEA7723419,"Marine sediment microbial communities from Caribbean Sea, Belize - 13114.jensen.43.s005",13114.jensen.43.s005,2A1_3_32_jensen-43-s005-a04,qiita_sid_13114:13114.jensen.43.s005,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316006'],nmdc:bsm-11-scpwq490,SAMEA7724159,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s044",13114.mousseau.88.s044,,qiita_sid_13114:13114.mousseau.88.s044,Bulk_201901_UCSD
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315814'],nmdc:bsm-11-sd922469,SAMEA7723702,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s023",13114.thomas.18.s023,4H7_7_44_thomas-18-s023-a04,qiita_sid_13114:13114.thomas.18.s023,Bulk_201901_UCSD
"Terrestrial rangeland soil microbial communities from Oregon, Crook County, USA",['gold:Gb0240097'],nmdc:bsm-11-sf482t83,SAMEA7724222,"Terrestrial rangeland soil microbial communities from Oregon, Crook County, USA - Myrold59.soil.16.NRCS0371",Myrold59.soil.16.NRCS0371,,qiita_sid_13114:13114.myrold.59.s016,Bulk_Seed_PNNL
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315831'],nmdc:bsm-11-sfj2b346,SAMEA7723719,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s041",13114.thomas.18.s041,4E1_1_55_thomas-18-s041-a03,qiita_sid_13114:13114.thomas.18.s041,Bulk_201901_UCSD
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315837'],nmdc:bsm-11-sfth9868,SAMEA7723725,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s048",13114.thomas.18.s048,4E9_1_70_thomas-18-s048-a03,qiita_sid_13114:13114.thomas.18.s048,Bulk_201901_UCSD
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0239994'],nmdc:bsm-11-sfttwm48,SAMEA7724262,"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.6",Schmidt56.soil.Nepal.6,,qiita_sid_13114:13114.schmidt.56.s006,Bulk_Seed_PNNL
Forest surface soil microbial communities from Singapore,['gold:Gb0239952'],nmdc:bsm-11-snmjf183,SAMEA7724287,Forest surface soil microbial communities from Singapore - Seedorf71.J2soil.16,Seedorf71.J2soil.16,,qiita_sid_13114:13114.seedorf.71.s005,Bulk_Seed_PNNL
"Temperate woodland soil microbial communities from Oregon, Jackson County, USA",['gold:Gb0240086'],nmdc:bsm-11-snsgsr36,SAMEA7724223,"Temperate woodland soil microbial communities from Oregon, Jackson County, USA - Myrold59.soil.17.NRCS0386",,,qiita_sid_13114:13114.myrold.59.s017,
"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA",['gold:Gb0297382'],nmdc:bsm-11-sqdep036,SAMEA7723873,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s003",13114.bowen.74.s003,,qiita_sid_13114:13114.bowen.74.s003,
"Fecal microbial communities from fin whale in Massachusetts, USA",['gold:Gb0315858'],nmdc:bsm-11-srm6gy44,SAMEA7723410,"Fecal microbial communities from fin whale in Massachusetts, USA - 13114.girguis.50.s001",13114.girguis.50.s001,5C5_3_25_girguis-50-s001-a04,qiita_sid_13114:13114.girguis.50.s001,Bulk_201901_UCSD
"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati",['gold:Gb0297352'],nmdc:bsm-11-sss2dq89,SAMEA7723510,"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s005",13114.smith.39.s005,,qiita_sid_13114:13114.smith.39.s005,
"Coal microbial communities from mine in Illinois, USA",['gold:Gb0315453'],nmdc:bsm-11-ssz2ne60,SAMEA7723549,"Coal microbial communities from mine in Illinois, USA - 13114.tucker.58.s010",13114.tucker.58.s010,3D8_6_37_tucker-58-s010-a03,qiita_sid_13114:13114.tucker.58.s010,Filter_201901_UCSD
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0239996'],nmdc:bsm-11-sv1hnq21,SAMEA7724264,"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.8",Schmidt56.soil.Nepal.8,,qiita_sid_13114:13114.schmidt.56.s008,Bulk_Seed_PNNL
"Seawater microbial communities from San Diego Bay, California, USA",['gold:Gb0297402'],nmdc:bsm-11-sxnz1010,SAMEA7723936,"Seawater microbial communities from San Diego Bay, California, USA - 13114.palenik.42.s011",13114.palenik.42.s011,,qiita_sid_13114:13114.palenik.42.s011,
"Terrestrial cropland soil microbial communities from Oregon, Sherman County, USA",['gold:Gb0240093'],nmdc:bsm-11-szgg1x10,SAMEA7724215,"Terrestrial cropland soil microbial communities from Oregon, Sherman County, USA - Myrold59.soil.9.NRCS0181",Myrold59.soil.9.NRCS0181,,qiita_sid_13114:13114.myrold.59.s009,Bulk_Seed_PNNL
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297338'],nmdc:bsm-11-szkj2v49,SAMEA7723484,"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s010",13114.rohwer.85.s010,2C4_4_6_rohwer-85-s010-a03,qiita_sid_13114:13114.rohwer.85.s010,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315900'],nmdc:bsm-11-szntna95,SAMEA7723619,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s006",13114.mousseau.88.s006,5G1_4_41_mousseau-88-s006-a02,qiita_sid_13114:13114.mousseau.88.s006,Bulk_201901_UCSD
"Pitcher plant fluid microbial communities from Harvard Forest, Massachusetts, USA",['gold:Gb0315740'],nmdc:bsm-11-szy4vy17,SAMEA7723871,"Pitcher plant fluid microbial communities from Harvard Forest, Massachusetts, USA - 13114.bittleston.68.s015",13114.bittleston.68.s015,,qiita_sid_13114:13114.bittleston.68.s015,
"Lichen microbial communities from Michigan, USA",['gold:Gb0315701'],nmdc:bsm-11-t0bnk181,SAMEA7724053,"Lichen microbial communities from Michigan, USA - 13114.uren.82.s010",13114.uren.82.s010,,qiita_sid_13114:13114.uren.82.s010,
"Lake sediment microbial communities from Town of Ludlow, Massachusetts, USA",['gold:Gb0315750'],nmdc:bsm-11-t23xm067,SAMEA7723397,"Lake sediment microbial communities from Town of Ludlow, Massachusetts, USA - 13114.berry.2.s011",13114.berry.2.s011,1D3_1_53_berry-2-s011-a04,qiita_sid_13114:13114.berry.2.s011,Bulk_201901_UCSD
"Fecal microbial communities from green anaconda in National Zoo, Maryland, USA",['gold:Gb0315975'],nmdc:bsm-11-t4qhe818,SAMEA7723990,"Fecal microbial communities from green anaconda in National Zoo, Maryland, USA - 13114.song.52.s007",13114.song.52.s007,,qiita_sid_13114:13114.song.52.s007,
"Lake sediment microbial communities from Hampden County, Massachusetts, USA",['gold:Gb0315766'],nmdc:bsm-11-t85zt525,SAMEA7723849,"Lake sediment microbial communities from Hampden County, Massachusetts, USA - 13114.berry.2.s001",13114.berry.2.s001,,qiita_sid_13114:13114.berry.2.s001,
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315903'],nmdc:bsm-11-tce22278,SAMEA7723622,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s010",13114.mousseau.88.s010,5E5_4_17_mousseau-88-s010-a02,qiita_sid_13114:13114.mousseau.88.s010,Bulk_201901_UCSD
"Stony coral microbial communities from Coral Bay, Australia",['gold:Gb0297470'],nmdc:bsm-11-td766z18,SAMEA7724065,"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s020",13114.zaneveld.9.s020,,qiita_sid_13114:13114.zaneveld.9.s020,
"Coal microbial communities from mine in Illinois, USA",['gold:Gb0315452'],nmdc:bsm-11-tdhtk140,SAMEA7723548,"Coal microbial communities from mine in Illinois, USA - 13114.tucker.58.s009",13114.tucker.58.s009,3E2_6_43_tucker-58-s009-a04,qiita_sid_13114:13114.tucker.58.s009,Filter_201901_UCSD
"Activated sludge microbial communities from Salt Lake City, Utah, USA",['gold:Gb0315431'],nmdc:bsm-11-the13c24,SAMEA7724134,"Activated sludge microbial communities from Salt Lake City, Utah, USA - 13114.mcmahon.21.s015",13114.mcmahon.21.s015,,qiita_sid_13114:13114.mcmahon.21.s015,
"Fecal microbial communities from lappet faced vulture in Atlanta Zoo, Georgia, USA",['gold:Gb0315980'],nmdc:bsm-11-tj5aaa15,SAMEA7723995,"Fecal microbial communities from lappet faced vulture in Atlanta Zoo, Georgia, USA - 13114.song.53.s011",13114.song.53.s011,,qiita_sid_13114:13114.song.53.s011,
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0239990'],nmdc:bsm-11-tqsz1q77,SAMEA7724258,"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.2",Schmidt56.soil.Nepal.2,,qiita_sid_13114:13114.schmidt.56.s002,Bulk_Seed_PNNL
"Temperate coniferous forest soil microbial communities from Oregon, Lane County, USA",['gold:Gb0240067'],nmdc:bsm-11-tsm65m51,SAMEA7724206,"Temperate coniferous forest soil microbial communities from Oregon, Lane County, USA - Myrold5.soil.12.HJARA3",,,qiita_sid_13114:13114.myrold.5.s012,
"Coal microbial communities from mine in Illinois, USA",['gold:Gb0315457'],nmdc:bsm-11-tt19mv67,SAMEA7723738,"Coal microbial communities from mine in Illinois, USA - 13114.tucker.58.s005",13114.tucker.58.s005,3B9_6_16_tucker-58-s005-a04,qiita_sid_13114:13114.tucker.58.s005,Filter_201901_UCSD
"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA",['gold:Gb0315781'],nmdc:bsm-11-ttsrb848,SAMEA7723915,"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s010",13114.mayer.34.s010,,qiita_sid_13114:13114.mayer.34.s010,
"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean",['gold:Gb0297423'],nmdc:bsm-11-tvj2jd07,SAMEA7723963,"Marine sediment microbial communities from Guatemala Basin, Pacific Ocean - 13114.rohwer.85.s022",13114.rohwer.85.s022,,qiita_sid_13114:13114.rohwer.85.s022,
"Seawater microbial communities from San Diego Bay, California, USA",['gold:Gb0297372'],nmdc:bsm-11-twwe1c26,SAMEA7723673,"Seawater microbial communities from San Diego Bay, California, USA - 13114.palenik.42.s009",13114.palenik.42.s009,3D11_6_40_palenik-42-s009-a02,qiita_sid_13114:13114.palenik.42.s009,Filter_201901_UCSD
"Mouse skin microbial communities from Boulder, Colorado, USA",['gold:Gb0315795'],nmdc:bsm-11-tx72q876,SAMEA7723452,"Mouse skin microbial communities from Boulder, Colorado, USA - 13114.metcalf.81.s001",13114.metcalf.81.s001,5A10_2_52_metcalf-81-s001-a04,qiita_sid_13114:13114.metcalf.81.s001,Bulk_201901_UCSD
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315817'],nmdc:bsm-11-ty9ffn50,SAMEA7723705,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s026",13114.thomas.18.s026,4G1_7_22_thomas-18-s026-a03,qiita_sid_13114:13114.thomas.18.s026,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316016'],nmdc:bsm-11-tyjd7s64,SAMEA7724169,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s069",13114.mousseau.88.s069,,qiita_sid_13114:13114.mousseau.88.s069,Bulk_201901_UCSD
"Salt marsh sediment microbial communities from Plum Island. Massachusetts, , USA",['gold:Gb0297367'],nmdc:bsm-11-v15sb159,SAMEA7723604,"Salt marsh sediment microbial communities from Plum Island. Massachusetts, , USA - 13114.bowen.74.s014",13114.bowen.74.s014,1F4_2_39_bowen-74-s014-a04,qiita_sid_13114:13114.bowen.74.s014,Bulk_201901_UCSD
"Seawater microbial communities from San Diego Bay, California, USA",['gold:Gb0297371'],nmdc:bsm-11-v2n82452,SAMEA7723672,"Seawater microbial communities from San Diego Bay, California, USA - 13114.palenik.42.s008",13114.palenik.42.s008,3C11_6_29_palenik-42-s008-a02,qiita_sid_13114:13114.palenik.42.s008,Filter_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315919'],nmdc:bsm-11-v3ncnt18,SAMEA7723638,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s047",13114.mousseau.88.s047,5G2_4_42_mousseau-88-s047-a02,qiita_sid_13114:13114.mousseau.88.s047,Bulk_201901_UCSD
"Fecal microbial communities from north atlantic right whale in Bay of Fundy, Nova Scotia, Canada",['gold:Gb0315897'],nmdc:bsm-11-v3t9ac29,SAMEA7723609,"Fecal microbial communities from north atlantic right whale in Bay of Fundy, Nova Scotia, Canada - 13114.girguis.50.s009",13114.girguis.50.s009,5D4_3_69_girguis-50-s009-a04,qiita_sid_13114:13114.girguis.50.s009,Bulk_201901_UCSD
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240052'],nmdc:bsm-11-v5a4db42,SAMEA7724348,"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T7.60m",,,qiita_sid_13114:13114.stegen.38.s017,
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0239997'],nmdc:bsm-11-v68rva88,SAMEA7724265,"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.5096",Schmidt56.soil.Nepal.5096,,qiita_sid_13114:13114.schmidt.56.s009,Bulk_Seed_PNNL
"Stony coral microbial communities from Gulf of Panama, Saboga, Panama",['gold:Gb0297464'],nmdc:bsm-11-v8m4je39,SAMEA7724059,"Stony coral microbial communities from Gulf of Panama, Saboga, Panama - 13114.zaneveld.9.s010",13114.zaneveld.9.s010,,qiita_sid_13114:13114.zaneveld.9.s010,
"Seawater microbial communities from Scripps Canyon, La Jolla, California, USA",['gold:Gb0297395'],nmdc:bsm-11-v9f3nm92,SAMEA7723929,"Seawater microbial communities from Scripps Canyon, La Jolla, California, USA - 13114.palenik.42.s001",13114.palenik.42.s001,,qiita_sid_13114:13114.palenik.42.s001,
"Fecal microbial communities from malagasy giant rat in National Zoo, Maryland, USA",['gold:Gb0315873'],nmdc:bsm-11-vbb2vq96,SAMEA7723515,"Fecal microbial communities from malagasy giant rat in National Zoo, Maryland, USA - 13114.song.51.s006",13114.song.51.s006,7E1_8_42_song-51-s006-a04,qiita_sid_13114:13114.song.51.s006,Swabs_201901_UCSD
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240046'],nmdc:bsm-11-vbchye78,SAMEA7724342,"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T6.34m",,,qiita_sid_13114:13114.stegen.38.s011,
Desert gravel field soil microbial communities from Namibia,['gold:Gb0239945'],nmdc:bsm-11-vc8awb15,SAMEA7724123,Desert gravel field soil microbial communities from Namibia - Makhalanyane46.TGP9,Makhalanyane46.TGP9,,qiita_sid_13114:13114.makhalanyane.46.s005,Bulk_Seed_PNNL
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297486'],nmdc:bsm-11-vck3qn59,SAMEA7724384,"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s062",13114.thomas.19.s062,,qiita_sid_13114:13114.thomas.19.s062,
"Arctic glacier soil microbial communities from Luigi island, Arctic Ocean",['gold:Gb0239933'],nmdc:bsm-11-vdr4ne71,SAMEA7723477,"Arctic glacier soil microbial communities from Luigi island, Arctic Ocean - Rohwer84.arctic.glacier.soil.FJLL3",Rohwer84.arctic.glacier.soil.FJLL3,2E3_5_32_rohwer-84-s007-a04,qiita_sid_13114:13114.rohwer.84.s007,Bulk_201901_UCSD
"Fecal microbial communities from spiny-tailed monitor in National Zoo, Maryland, USA",['gold:Gb0315973'],nmdc:bsm-11-ve9fby22,SAMEA7723988,"Fecal microbial communities from spiny-tailed monitor in National Zoo, Maryland, USA - 13114.song.52.s005",13114.song.52.s005,,qiita_sid_13114:13114.song.52.s005,
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315665'],nmdc:bsm-11-vg29tb70,SAMEA7724329,"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s008",,,qiita_sid_13114:13114.stegen.37.s008,
